#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
9100,-53673.414132149424,10360.192007716745,310.77308678461685
9200,-53676.445382149424,10218.765306789428,306.5307317811372
9300,-53881.58367296733,10210.868977148086,306.2938667949399
9400,-53915.105007646314,10181.559734112117,305.4146819378616
9500,-53948.84888017166,10011.023956910707,300.29914644888413
9600,-53856.660961326445,9826.038394863484,294.75016298552913
9700,-54038.19899520744,9907.7165059275,297.2002487251751
9800,-53930.73779011349,9993.629394486314,299.777364434239
9900,-53783.92763733037,10019.522190625314,300.55406665902484
10000,-53693.28274521313,10051.48826879682,301.51294819117777
