#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
9100,-54087.68395473395,10049.40471357992,301.45044810568123
9200,-53811.68395473395,9912.784651649417,297.3522771131723
9300,-53845.24396498082,10100.30161081208,302.9771945065989
9400,-53960.69557043543,10230.956359050237,306.8964249014406
9500,-53997.44557043543,10296.335132375476,308.85758191294605
9600,-54009.49996606534,10465.466522673843,313.93099022391624
9700,-53815.95057529147,10190.57881236868,305.685225841648
9800,-53911.407354820345,10048.351920234505,301.4188676255649
9900,-53904.04396633641,9897.284264263697,296.88731437593447
10000,-54042.64177196188,9991.48919615522,299.7131652339549
