#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
9100,-53974.15323165286,10256.924288649578,307.67538089308454
9200,-53803.301601853746,10202.510264434386,306.0431317748122
9300,-53767.300719007326,10258.239776504342,307.71484138000875
9400,-53521.953789886495,10010.015478478977,300.26889527642027
9500,-53656.866241207696,10431.338840367272,312.9072673848687
9600,-53533.783364693925,10206.800810848363,306.1718346359243
9700,-53429.515801552276,10191.937538292259,305.7259833342746
9800,-53453.71002364415,10134.039225968532,303.9892165613169
9900,-53729.8141681602,10349.32934583188,310.44724118618177
10000,-53636.334258966206,10209.003946396464,306.2379217542304
