#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
5100,-54064.541408043646,9788.4721313857,293.62329355576765
5200,-54105.57064224407,9841.124222755432,295.20269024537043
5300,-53929.53939224407,9963.82688516553,298.88338314425437
5400,-54399.61555332405,10173.586468309164,305.17550910945334
5500,-54386.93078495073,9941.406218445394,298.21083385180924
5600,-54346.3898156613,9906.906132158067,297.1759400678077
5700,-54300.273126918764,9929.740774978069,297.8609073376721
5800,-54196.749831291905,10000.133674385026,299.9724723183331
5900,-54194.5904309607,10002.710600595456,300.0497719776671
6000,-54285.71150755894,9961.038336305879,298.7997354728485
