#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
4100,-53938.17680965969,10118.31724731531,303.5176067848972
4200,-53762.1581453752,9973.336032846011,299.1686275852022
4300,-54010.212227980664,10090.138392713037,302.6723300158682
4400,-54102.46939094027,10126.49097614875,303.76279287201004
4500,-54067.461108599324,10198.256469711312,305.9155313485215
4600,-53873.05361625692,10146.444777252385,304.3613439758355
4700,-54051.475658668205,10164.045455426909,304.88930881294715
4800,-54014.85002037126,9963.683069755789,298.8790691355199
4900,-54269.532673260255,9952.086707808077,298.5312148491053
5000,-54308.88826393336,9915.276116687106,297.42701320684716
