#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
5100,-54003.544291902916,10196.938016328495,305.87598190510823
5200,-53954.39857461408,10045.281425094698,301.3267624549422
5300,-53996.02479942568,10136.507009107852,304.06324227272745
5400,-54201.00341488386,10296.863120814785,308.87341990098224
5500,-53859.65426651295,10025.187329390756,300.72400295556145
5600,-53799.626451638236,9960.932073580567,298.79654792621506
5700,-53962.64852490544,10312.374535049472,309.3387134089131
5800,-53958.94249257364,10396.224563434953,311.8539498185206
5900,-53708.479053585965,10063.135727070272,301.8623352062195
6000,-53766.5164779069,10319.623945102561,309.5561728476849
