#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
3100,-54072.297184429655,9877.656997733284,296.29855827949746
3200,-54342.937809429655,10117.468354999553,303.49214269261796
3300,-54412.44346490974,10074.156278190669,302.1929169837775
3400,-54410.38937373838,9951.631658620434,298.517564808587
3500,-53986.63691321609,9586.142017401056,287.5540282346562
3600,-54273.48067191272,10047.979265961796,301.40768917264177
3700,-54382.03544886556,10250.209109312389,307.47394669096013
3800,-54149.49360468594,10103.91437270958,303.0855659697791
3900,-53818.88061184954,9924.82061625924,297.7133180930536
4000,-53859.80248684954,10025.428142551333,300.73122659091445
