#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
3100,-53915.1620894348,9635.04480129201,289.02095752427095
3200,-54066.732746343245,9858.588234967785,295.7265555346271
3300,-53913.409696532646,9761.539916315349,292.8154120411079
3400,-54092.78865117964,9839.35559620196,295.1496370265708
3500,-54135.151791370474,9964.410335502122,298.9008848142961
3600,-54149.2545212502,9812.31313385896,294.3384484414238
3700,-54106.79626002256,9822.974687947426,294.65826144021054
3800,-54356.3176775637,9964.683958323672,298.9090926360049
3900,-54099.057967933535,9874.077622683253,296.1911883164476
4000,-54230.96755189425,10232.233410680317,306.93473242284244
