#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
5100,-54189.29916517815,10100.711924923933,302.9895026359267
5200,-54040.84300472378,10090.878262981772,302.69452379056503
5300,-53931.42839186487,9787.033564817626,293.58014109560355
5400,-54081.16276686487,9971.983222656883,299.1280475459524
5500,-54103.462862740795,9936.246483188821,298.05605806662277
5600,-54201.0064204504,9889.999359090813,296.6687901955115
5700,-53914.01568898157,9712.004525825148,291.32950654859826
5800,-54134.20092456718,10077.331040749792,302.2881498481465
5900,-54063.837232065096,10050.090373481624,301.47101574033303
6000,-53963.823288954445,9992.942232131958,299.7567517307461
