#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
5100,-54170.35544610978,10231.542640656698,306.9140115006493
5200,-53759.01048982318,9882.655217737542,296.448489116493
5300,-54065.45197464357,9985.870807835483,299.54463130335023
5400,-53927.048551818414,9844.81771683693,295.31348341946153
5500,-53855.077871850284,9975.820663575549,299.2431586711863
5600,-54147.17685088917,10143.630098320544,304.2769124846716
5700,-54017.2710748791,10042.67165663978,301.24847763184977
5800,-54186.24340193899,10283.430512025021,308.470484000368
5900,-53814.921848559694,9913.451318441425,297.37227501443266
6000,-54312.28876562492,10195.730535024428,305.83976127407936
