#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
8100,-53944.753278411285,10335.42583674728,310.0301797618239
8200,-53933.01252628706,10212.70803169813,306.3490326315245
8300,-53951.95446182013,10265.822333268356,307.94229416944705
8400,-53973.04503183946,10149.046720739454,304.43939407457043
8500,-54016.192918541026,9976.809974375647,299.2728348751511
8600,-54024.362544177624,9976.428916117642,299.26140432917316
8700,-53913.93369827804,10170.707045204821,305.08913549730124
8800,-54073.95186027221,10121.729204970878,303.6199547541057
8900,-54082.46748527221,10057.026220527478,301.6790692777868
9000,-53949.8403036783,9858.525278986432,295.7246670537339
