#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
3100,-54538.95258051244,9884.135535344016,296.4928939761368
3200,-54408.24212358997,9877.584611337632,296.2963869159164
3300,-54445.00646273838,10002.962691661669,300.05733391462155
3400,-54326.75272478396,9793.413743149606,293.7715263240808
3500,-54566.356553401274,10004.419108478935,300.10102182596614
3600,-54211.32337049907,9919.363341473043,297.5496170603435
3700,-53841.390810475685,9803.92216913472,294.0867459626946
3800,-53990.7302094482,9992.70153949922,299.74953171084803
3900,-53755.16281545785,9925.654496796255,297.73833187931405
4000,-54040.86150206061,10155.169435138581,304.6230561970388
