#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
7100,-54474.60718857695,9783.102617036202,293.4622250593841
7200,-54495.72128955595,10054.018494434655,301.58884698061576
7300,-54500.487300129316,10101.841381457169,303.0233827699012
7400,-54155.67866946536,9820.839814204723,294.59422196078566
7500,-54116.66293761454,9941.53406739101,298.21466891697423
7600,-54131.92608191224,10090.945779157802,302.69654906291686
7700,-54115.70830325235,10284.344210407231,308.4978920702588
7800,-53986.20078997151,10164.177536176518,304.89327081888587
7900,-53828.0085090028,9991.404185410123,299.7106151797046
8000,-53825.420121619245,9825.890572383534,294.7457287773256
