#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
4100,-54062.843978839985,10176.927086871117,305.2757171308389
4200,-54061.46896778245,10267.410052990774,307.9899207538499
4300,-53679.11959602614,10006.676376558607,300.168732749499
4400,-53745.82225766266,10095.436988293659,302.83127117284545
4500,-53946.68734700029,10194.57349395426,305.80505369099166
4600,-53631.19185629324,9872.201891760342,296.13492230434514
4700,-53837.397660975985,10075.022539764992,302.21890209903546
4800,-53675.95736030722,10015.107089486904,300.4216275489941
4900,-53885.02227725234,10281.621390280081,308.416216053536
5000,-54009.478145706875,10235.984304268728,307.04724740111726
