#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
6100,-54674.22818769957,10093.807683015242,302.7823971529132
6200,-54425.17297364352,9899.651174028404,296.958314204236
6300,-54510.80634655763,9919.827392420731,297.5635371252739
6400,-54524.562362668104,10054.406343436742,301.60048122749987
6500,-54278.81300770596,9876.810589476547,296.27316870115465
6600,-54422.09891875938,10025.482021251693,300.7328427820054
6700,-54224.686310801306,9853.618625899311,295.57748293547337
6800,-54185.84108131676,9809.230263514444,294.24597205368815
6900,-54279.99631371739,10054.630465027876,301.60720416841065
7000,-54091.00549293065,9932.712207877776,297.95004095350924
