#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
6100,-54429.53427064372,10098.68701516278,302.92876172914964
6200,-54657.73963538761,10227.416979096364,306.790254665141
6300,-54566.43829598639,10222.131597799249,306.6317098949944
6400,-54333.98900250433,10014.451901016757,300.40197396118975
6500,-54106.52265186247,9910.10824372631,297.2719933161983
6600,-54287.530524407804,10110.147217310034,303.2725316509643
6700,-54264.92760224419,9853.177535437047,295.56425161269414
6800,-53961.19029081933,9805.412591256318,294.13145392592503
6900,-54197.09194942395,10057.52374324319,301.69399339019634
7000,-54503.14094337239,10039.613300864119,301.1567366038669
