#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
7100,-54327.92465693079,10005.010286428034,300.1187553000122
7200,-53933.04583317129,9690.548681983724,290.6858988997051
7300,-54392.262506344356,10085.561986790388,302.5350522710251
7400,-54262.68730258336,10134.707518879557,304.0092632410194
7500,-54075.68715882697,10006.099766773172,300.1514362744186
7600,-54228.594621843426,9994.69167191768,299.8092294070235
7700,-54283.93885200494,10200.320260619046,305.97743856707467
7800,-54096.148001115536,9826.20808696776,294.7552532134911
7900,-53882.48902448773,9789.754636075464,293.6617646517625
8000,-53747.36669035832,9868.776900559198,296.0321833698739
