#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
9100,-54154.8496090984,10232.714691651287,306.9491693341321
9200,-53826.75626457739,9957.338009978645,298.6887373529325
9300,-54046.02482718427,10249.491140908562,307.45240990313755
9400,-54189.603363005794,10259.592797678662,307.755427748149
9500,-53860.85366474721,9980.62230457319,299.3871927579442
9600,-54075.761049903755,9913.461794601288,297.3725892661894
9700,-53992.18048008648,10006.007381545845,300.14866500895863
9800,-53987.555680329155,10087.665592511185,302.5981538084042
9900,-54078.091461569595,10123.851767594111,303.6836249387726
10000,-53873.403961569595,10033.839257005136,300.9835334979834
