#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
6100,-54574.797897312266,9706.398060266161,291.16133026321467
6200,-54496.933126121294,9804.34554490028,294.0994459004404
6300,-54383.767332627496,9729.327273185714,291.8491343378152
6400,-54260.73612411739,9681.539129860234,290.41564074986786
6500,-54507.242759236484,10114.220422173385,303.3947149509983
6600,-54269.409741595504,9888.94302538503,296.6371035157496
6700,-54078.77023147425,9755.931670311838,292.6471823480037
6800,-54113.24387407937,9619.73000769969,288.5615620155189
6900,-54145.79540328629,9911.05232949322,297.3003129117959
7000,-53890.201298321714,9858.809353702702,295.7331883993216
