#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
3100,-54230.14120162104,9997.102611828828,299.88155000085817
3200,-54277.30368913518,9851.544358738232,295.5152614623593
3300,-54337.51082811528,9826.784775079228,294.77255203810546
3400,-54209.13335127913,9831.448098445078,294.9124370321288
3500,-54505.2815416159,9960.286217987537,298.77717429529076
3600,-54400.22218957113,9876.482259423938,296.26331983504707
3700,-54488.76019009482,9985.810393944383,299.5428190771475
3800,-54469.39472395135,9995.636554136057,299.83757289365326
3900,-54214.39306162874,9934.349505919032,297.9991547311196
4000,-54169.97118662874,9949.784642810875,298.4621601593248
