#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
6100,-54164.273087460315,9890.866479795892,296.6948010819827
6200,-54325.96246081934,9849.10763409175,295.4421674077832
6300,-54245.01956530131,9894.110885433387,296.79212301906597
6400,-53937.03519030131,9820.665101513732,294.58898113105596
6500,-53842.86331530131,10000.786504649092,299.99205516739215
6600,-54078.19144030131,10144.38909131661,304.29967988088003
6700,-54233.75394030131,10148.983169063926,304.43748772473066
6800,-54306.971606695035,10108.446655364707,303.2215201557503
6900,-54239.070627985,9924.12675889209,297.69250456029124
7000,-54215.17122342391,9771.328247081605,293.10903109415557
