#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
8100,-54022.48071922653,10021.727594111115,300.6202218083095
8200,-54139.64966324833,10127.943083797465,303.8063515218882
8300,-53858.49341324833,9878.582854998065,296.32633107751934
8400,-54181.38600184856,10184.21451984602,305.49431713735044
8500,-54162.30440676998,10076.7366167414,302.2703190025589
8600,-54031.222678834165,9783.56922734715,293.4762218971407
8700,-54090.13793851837,9893.86210949393,296.7846605254592
8800,-54278.15525475942,10071.2662803391,302.1062261625587
8900,-53971.03797837417,9777.198797623307,293.2851290961628
9000,-54457.24362975295,10000.835648735985,299.9935293350108
