#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
6100,-53899.96445553098,10136.361454511527,304.0588760938804
6200,-53891.014468509995,10278.837951517198,308.3327216689172
6300,-53758.70690497925,10115.814150049351,303.4425217610594
6400,-53891.10743697663,10163.64232266089,304.87721610134616
6500,-53823.25146989577,10193.280882457271,305.76627942265446
6600,-53765.77018392121,10256.77669117978,307.670953434476
6700,-53929.77018392121,10229.893556250725,306.8645441692687
6800,-53927.129546854296,10073.540796504356,302.1744544742629
6900,-54087.86247580522,10110.036925322725,303.26922323917825
7000,-53981.36247580522,9937.489271814004,298.09333780593465
