#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
5100,-54852.82230730436,9837.92163085204,295.1066225884403
5200,-54869.718279867724,9843.513191710204,295.27435177980476
5300,-54981.33161149826,9725.067684135865,291.7213600999951
5400,-54432.85441882699,9412.98601487372,282.35989424943443
5500,-54900.54191882699,9885.181286063977,296.5242631997002
5600,-54863.36574410577,9867.614917849656,295.9973275531897
5700,-54691.274413878506,9728.541955736,291.82557729101796
5800,-54758.243163878506,9936.95538842259,298.07732298792655
5900,-54606.00175659917,9669.410358307883,290.0518158544005
6000,-54495.65800659917,9675.895294988644,290.2463435029597
