#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
9100,-54073.94152181584,9840.401810191572,295.18102014676265
9200,-54408.55508466705,10149.769308477087,304.46106942783894
9300,-54133.8828281553,10103.955370212905,303.086795765583
9400,-53867.26043119602,9832.76632823702,294.95197976852097
9500,-54155.13819879718,9972.691876730882,299.1493049332552
9600,-54241.45316035417,10061.057188428007,301.7999856021411
9700,-54223.87503535417,9928.454728985758,297.82233001376926
9800,-54495.13591747021,10159.317347682198,304.7474804918716
9900,-54437.16227286786,9866.0802589925,295.9512926274041
10000,-54396.65764214634,9774.177975672996,293.19451396456816
