#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
8100,-53985.3407403396,10092.797714192218,302.7521012734108
8200,-54198.060843226674,10156.44102727389,304.6611999508155
8300,-54182.081710090104,10215.959789827932,306.4465751201891
8400,-53991.26281451859,10155.524528062902,304.63370786489446
8500,-54013.43309168599,10068.14884028444,302.0127127925429
8600,-54332.77205450222,10156.9258536743,304.6757432138069
8700,-54179.194094746665,9942.073919073213,298.23086276488345
8800,-54087.37077314017,10020.525259326212,300.5841555566247
8900,-54036.671962019114,9950.514866678044,298.48406457239696
9000,-54255.23734152666,9985.950003875187,299.5470069347769
