 3.1564000e+00 4.7859998e+00 8.6099997e-02	 2.9092000e+00 1.8090999e+00 3.2663999e+00
 3.1522999e+00 4.7795000e+00 8.8699996e-02	 2.9096000e+00 1.8145000e+00 3.2614000e+00
 3.1524000e+00 4.7760997e+00 8.7299995e-02	 2.9105999e+00 1.8103000e+00 3.2595000e+00
 3.1473999e+00 4.7763000e+00 8.9899994e-02	 2.9092000e+00 1.8087000e+00 3.2549999e+00
 3.1454999e+00 4.7736001e+00 8.9400001e-02	 2.9052999e+00 1.8119999e+00 3.2572000e+00
 3.1413000e+00 4.7729998e+00 8.5400000e-02	 2.9059000e+00 1.8120999e+00 3.2609999e+00
 3.1415000e+00 4.7750001e+00 8.8199995e-02	 2.9068999e+00 1.8123000e+00 3.2605999e+00
 3.1392000e+00 4.7774000e+00 8.4199995e-02	 2.9119999e+00 1.8106999e+00 3.2598000e+00
 3.1359000e+00 4.7824998e+00 7.8099996e-02	 2.9240000e+00 1.8111999e+00 3.2619998e+00
 3.1368999e+00 4.7876000e+00 7.9099998e-02	 2.9349999e+00 1.8038000e+00 3.2651999e+00
 3.1343000e+00 4.7884998e+00 8.1999995e-02	 2.9440000e+00 1.7967999e+00 3.2688000e+00
 3.1294000e+00 4.7932997e+00 7.9200000e-02	 2.9510999e+00 1.7931000e+00 3.2756999e+00
 3.1245000e+00 4.7985997e+00 7.6699995e-02	 2.9591999e+00 1.7953999e+00 3.2828000e+00
 3.1229999e+00 4.8018999e+00 7.7100001e-02	 2.9647999e+00 1.8017000e+00 3.2847998e+00
 3.1199999e+00 1.1000000e-03 7.0900001e-02	 2.9621000e+00 1.8037000e+00 3.2881000e+00
 3.1229000e+00 1.1999999e-03 6.6100001e-02	 2.9591000e+00 1.8101000e+00 3.2897999e+00
 3.1238999e+00 1.5000000e-03 6.4899996e-02	 2.9501998e+00 1.8145000e+00 3.2863998e+00
 3.1216998e+00 1.6000000e-03 6.4999998e-02	 2.9442000e+00 1.8184999e+00 3.2788999e+00
 3.1274998e+00 4.7999997e+00 6.8300001e-02	 2.9422998e+00 1.8199999e+00 3.2800000e+00
 3.1271999e+00 4.7999997e+00 6.9899999e-02	 2.9456000e+00 1.8196000e+00 3.2779000e+00
 3.1245999e+00 4.7995000e+00 6.9399998e-02	 2.9475999e+00 1.8155999e+00 3.2807000e+00
 3.1250999e+00 4.7918000e+00 7.1499996e-02	 2.9438999e+00 1.8133000e+00 3.2832000e+00
 3.1255000e+00 4.7830000e+00 7.1499996e-02	 2.9426999e+00 1.8187000e+00 3.2814000e+00
 3.1255000e+00 4.7736998e+00 6.9699995e-02	 2.9380000e+00 1.8155999e+00 3.2870998e+00
 3.1248000e+00 4.7722001e+00 6.2199999e-02	 2.9356000e+00 1.8120999e+00 3.2932000e+00
 3.1231999e+00 4.7707000e+00 5.9099998e-02	 2.9284999e+00 1.8163999e+00 3.2962999e+00
 3.1176999e+00 4.7726998e+00 6.0899999e-02	 2.9241998e+00 1.8182000e+00 3.2981999e+00
 3.1106999e+00 4.7722998e+00 5.9000000e-02	 2.9266999e+00 1.8240999e+00 3.3005998e+00
 3.1092999e+00 4.7708998e+00 6.1499998e-02	 2.9289000e+00 1.8250999e+00 3.3019998e+00
 3.1115000e+00 4.7721000e+00 6.5499999e-02	 2.9264998e+00 1.8257999e+00 3.3019998e+00
 3.1062000e+00 4.7729001e+00 7.0199996e-02	 2.9231000e+00 1.8299999e+00 3.3053000e+00
 3.1011000e+00 4.7707000e+00 7.3799998e-02	 2.9196000e+00 1.8233000e+00 3.3076999e+00
 3.1020000e+00 4.7690001e+00 7.5199999e-02	 2.9192998e+00 1.8209000e+00 3.3092999e+00
 3.1006000e+00 4.7665000e+00 7.7399999e-02	 2.9190998e+00 1.8242999e+00 3.3095000e+00
 3.1023998e+00 4.7659998e+00 7.8199998e-02	 2.9177999e+00 1.8293999e+00 3.3139999e+00
 3.1011999e+00 4.7753000e+00 7.8099996e-02	 2.9178998e+00 1.8312999e+00 3.3137000e+00
 3.0978000e+00 4.7852998e+00 8.4799998e-02	 2.9224000e+00 1.8346000e+00 3.3104999e+00
 3.1004000e+00 4.7862000e+00 8.8599995e-02	 2.9303000e+00 1.8367000e+00 3.3090000e+00
 3.0957999e+00 4.7876997e+00 9.2000000e-02	 2.9359000e+00 1.8432000e+00 3.3067999e+00
 3.0857000e+00 4.7837000e+00 9.5100001e-02	 2.9398999e+00 1.8477999e+00 3.3048000e+00
 3.0781999e+00 4.7806997e+00 9.8299995e-02	 2.9368999e+00 1.8432000e+00 3.3032000e+00
 3.0709999e+00 4.7859998e+00 9.5299996e-02	 2.9347000e+00 1.8384000e+00 3.2997000e+00
 3.0648000e+00 4.7869000e+00 8.8999994e-02	 2.9298999e+00 1.8364999e+00 3.2969999e+00
 3.0609000e+00 4.7863998e+00 8.2199998e-02	 2.9287000e+00 1.8386999e+00 3.2927999e+00
 3.0549998e+00 4.7870998e+00 7.5899996e-02	 2.9310999e+00 1.8446000e+00 3.2884998e+00
 3.0518999e+00 4.7846999e+00 7.2299995e-02	 2.9342999e+00 1.8442999e+00 3.2890999e+00
 3.0469999e+00 4.7823997e+00 6.8599999e-02	 2.9384999e+00 1.8547000e+00 3.2902000e+00
 3.0451000e+00 4.7845998e+00 6.6000000e-02	 2.9419000e+00 1.8650999e+00 3.2935998e+00
 3.0469999e+00 4.7844996e+00 6.2299997e-02	 2.9380999e+00 1.8748000e+00 3.2937000e+00
 3.0467999e+00 4.7841001e+00 6.1699998e-02	 2.9347000e+00 1.8824999e+00 3.2949998e+00
 3.0497999e+00 4.7855000e+00 5.8300000e-02	 2.9331000e+00 1.8855000e+00 3.2979000e+00
