#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
2100,-54180.79599764419,9862.96268799901,295.8577753296363
2200,-54456.05912267731,10033.387820245232,300.9699918189046
2300,-54330.93627942377,10074.562673119828,302.2051075499846
2400,-54122.59707282303,9988.060701217502,299.61032119843645
2500,-54203.65957282303,9840.769695975818,295.19205556007057
2600,-54646.63170078391,10107.988845538115,303.2077873047699
2700,-54219.37124089361,9838.844642363372,295.1343100228334
2800,-54316.06318768661,9976.501631755382,299.2635855689785
2900,-54098.942922247574,9801.676036489836,294.01936906708704
3000,-54207.48481671832,10006.338042723946,300.15858380147927
