#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
8100,-53844.16160425049,10009.064466395415,300.24036791316695
8200,-53832.36410193489,10034.439478105865,301.00153823805846
8300,-53970.12726151128,10119.913095724769,303.56547720427545
8400,-53925.64926910889,9944.931958578527,298.3165949365032
8500,-53825.88767226349,9924.359676857013,297.6994913646741
8600,-53889.093324811605,10108.267128061503,303.2161349028383
8700,-54023.853652172664,10207.934538079426,306.2058428773649
8800,-53802.53274713177,9949.072099124547,298.440786095919
8900,-54111.19480914262,10120.003217844758,303.5681805836525
9000,-54006.3496090984,10019.777205578052,300.56171630335376
