#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
2100,-54137.03683082195,9617.945335317403,288.5080274724593
2200,-54412.12257466529,10104.064781356603,303.09007775483866
2300,-54422.405890527705,9926.953470554203,297.77729699541504
2400,-54586.38148930471,10120.316493107937,303.5775778535563
2500,-54443.52182512451,10140.816952222027,304.19252697367324
2600,-54526.28841980611,9896.469257511199,296.8628667436863
2700,-54369.64846504072,10064.940784878097,301.9164812477547
2800,-53915.601730109425,9842.689448414836,295.24964207882346
2900,-54157.48848641082,9988.135801949189,299.61257398353814
3000,-54416.28605777933,10042.710946314037,301.24965619816766
