#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
6100,-53649.766030650295,9977.386655171867,299.2901334803312
6200,-54125.84569255833,10308.266190300696,309.21547602313865
6300,-54019.83006755833,10031.373908363748,300.909580813833
6400,-53880.40036211384,9919.352707986021,297.54929808926823
6500,-53979.43406005873,10084.988480720669,302.51784889762786
6600,-54115.25861991715,10168.416068815393,305.0204134307833
6700,-54039.99845514464,9931.5085444859,297.91393484780536
6800,-54211.82658014464,10011.120643042494,300.3020467279139
6900,-54220.24910605996,10015.492526846007,300.4331894541944
7000,-54195.604750590166,9982.49261485308,299.4432961678515
