#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
9100,-53943.26568612375,9972.334167974303,299.1385747986815
9200,-53989.50055619044,10192.722879370209,305.7495410898443
9300,-54375.07868119044,10200.777758962475,305.9911620745425
9400,-54259.9063378406,9896.536796391942,296.86489269710796
9500,-54288.249120513094,9970.034456182504,299.0695906976417
9600,-54266.74700725952,9969.999734897632,299.06854916859777
9700,-54331.91516220092,10045.343553435057,301.3286261092158
9800,-54132.17867805733,9719.883484012913,291.5658504459734
9900,-54097.677529593755,9714.39774672105,291.4012956278569
10000,-54366.54715639219,10119.363258425845,303.54898381935664
